2.21557033548762, -0.2556732235642551, 1.9098017828567757
0.04465622035305389, -0.007051140245272776, 0.031583376361205395
0.019987928982623544, -0.005488135568653055, 0.012995283195918386
5.494589752707365E-4, -1.2113784796214575E-4, 9.986334479298396E-5
3.888264970512186E-5, -1.1264333576879134E-5, 1.1411381891142666E-5
1.6227835795366779E-4, -5.4607225907396394E-5, 4.3104871575495294E-5
4.9432218249463805E-6, -2.466104383636714E-6, 1.7482372855860162E-6
2.626172861161972E-6, -3.8537226011576495E-7, 2.7475649573460843E-7
4.0354558673996074E-7, -8.116748321764593E-8, 7.097250616831702E-8
5.364193059573661E-8, -2.355673067986861E-8, 1.996183259528962E-8
9.813528726569473E-8, -3.656471896455638E-8, 2.7835199135494512E-8
4.681844349577249E-8, -1.659305547584978E-8, 1.0304846453959014E-8
4.4786520011973E-8, -1.4366463248001678E-8, 8.53207478325478E-9
8.86974892071023E-9, -2.581966243807753E-9, 1.5949050857185802E-9
7.100184467247731E-9, -1.5723767746275232E-9, 9.664328491316965E-10
4.604511788119114E-9, -1.1392423338158664E-9, 9.770856672187439E-10
7.29232677512007E-10, -1.3627517231163758E-10, 1.7225544663552434E-10
7.267325855763215E-11, -1.2244826783756122E-11, 1.6018726860192843E-11
